"","tempoTransmissao","desvio"
"Op1",11.0212,2.86453464476073
"Op2",10.3542333333333,4.09315762717728
"Op3",10.7923666666667,3.3001380214954
"Op4",10.4264166666667,4.60584282663642
"Op5",11.9870833333333,4.44834796210391
"Op6",24.1998333333333,48.8821029207421
"Op7",10.3720666666667,3.66413825530956
