"","tempoMedioTotal","desvio"
"Op1",38.4185333333333,5.59072206139923
"Op2",37.3801,9.14241525999595
"Op3",37.4685666666667,7.59220605227689
"Op4",37.1047333333333,10.3665395274755
"Op5",40.4074,9.14807440224256
"Op6",114.102033333333,95.2676386397574
"Op7",36.4850666666667,7.87548093652757
